"기준_년분기_코드","행정동_코드","행정동_코드_명","서비스_업종_코드","서비스_업종_코드_명","점포_수","유사_업종_점포_수","개업_율","개업_점포_수","폐업_률","폐업_점포_수","프랜차이즈_점포_수"
"20221","11110530","사직동","CS200024","스포츠클럽","17","18","0","0","0","0","1"
"20221","11110530","사직동","CS200025","자동차수리","2","4","0","0","25","1","2"
"20221","11110530","사직동","CS200027","모터사이클수리","1","1","0","0","0","0","0"
"20221","11110530","사직동","CS200028","미용실","31","32","3","1","0","0","1"
"20221","11110530","사직동","CS200029","네일숍","15","15","7","1","0","0","0"
"20221","11110530","사직동","CS200030","피부관리실","25","27","4","1","0","0","2"
"20221","11110530","사직동","CS200031","세탁소","12","13","0","0","8","1","1"
"20221","11110530","사직동","CS200032","가전제품수리","1","1","0","0","0","0","0"
"20221","11110530","사직동","CS200033","부동산중개업","104","104","0","0","2","2","0"
"20221","11110530","사직동","CS200034","여관","8","8","0","0","13","1","0"
"20221","11110530","사직동","CS200035","게스트하우스","23","24","4","1","0","0","1"
"20221","11110530","사직동","CS200036","고시원","1","1","0","0","0","0","0"
"20221","11110530","사직동","CS200037","노래방","12","12","0","0","0","0","0"
"20221","11110530","사직동","CS200038","독서실","3","3","0","0","0","0","0"
"20221","11110530","사직동","CS200040","녹음실","5","5","0","0","0","0","0"
"20221","11110530","사직동","CS200041","사진관","17","17","0","0","6","1","0"
"20221","11110530","사직동","CS200042","통번역서비스","18","18","0","0","0","0","0"
"20221","11110530","사직동","CS200043","건축물청소","15","15","0","0","0","0","0"
"20221","11110530","사직동","CS200044","여행사","449","449","1","3","1","4","0"
"20221","11110530","사직동","CS200046","의류임대","28","28","0","0","0","0","0"
"20221","11110530","사직동","CS200047","가정용품임대","1","1","0","0","0","0","0"
"20221","11110530","사직동","CS300001","슈퍼마켓","28","37","0","0","3","1","9"
"20221","11110530","사직동","CS300002","편의점","4","29","0","0","3","1","25"
"20221","11110530","사직동","CS300003","컴퓨터및주변장치판매","24","24","0","0","0","0","0"
"20221","11110530","사직동","CS300004","핸드폰","20","20","5","1","0","0","0"
"20221","11110530","사직동","CS300006","미곡판매","7","7","0","0","0","0","0"
"20221","11110530","사직동","CS300007","육류판매","5","5","0","0","20","1","0"
"20221","11110530","사직동","CS300008","수산물판매","5","5","0","0","0","0","0"
"20221","11110530","사직동","CS300009","청과상","14","15","0","0","0","0","1"
"20221","11110530","사직동","CS300010","반찬가게","37","37","3","1","5","2","0"
"20221","11110530","사직동","CS300011","일반의류","73","74","1","1","5","4","1"
"20221","11110530","사직동","CS300012","한복점","3","3","0","0","0","0","0"
"20221","11110530","사직동","CS300013","유아의류","4","4","0","0","0","0","0"
"20221","11110530","사직동","CS300014","신발","8","8","13","1","13","1","0"
"20221","11110530","사직동","CS300015","가방","8","8","0","0","0","0","0"
"20221","11110530","사직동","CS300016","안경","7","8","13","1","25","2","1"
"20221","11110530","사직동","CS300017","시계및귀금속","18","18","0","0","6","1","0"
"20221","11110530","사직동","CS300018","의약품","16","19","5","1","5","1","3"
"20221","11110530","사직동","CS300019","의료기기","8","8","13","1","0","0","0"
"20221","11110530","사직동","CS300020","서적","30","30","3","1","0","0","0"
"20221","11110530","사직동","CS300021","문구","17","22","0","0","0","0","5"
"20221","11110530","사직동","CS300022","화장품","54","58","0","0","2","1","4"
"20221","11110530","사직동","CS300023","미용재료","1","1","0","0","0","0","0"
"20221","11110530","사직동","CS300024","운동/경기용품","8","8","0","0","0","0","0"
"20221","11110530","사직동","CS300026","완구","2","2","0","0","0","0","0"
"20221","11110530","사직동","CS300027","섬유제품","2","2","0","0","0","0","0"
"20221","11110530","사직동","CS300028","화초","36","36","0","0","0","0","0"
"20221","11110530","사직동","CS300029","애완동물","3","3","0","0","0","0","0"
"20221","11110530","사직동","CS300031","가구","5","5","0","0","0","0","0"
"20221","11110530","사직동","CS300032","가전제품","5","5","0","0","20","1","0"
"20221","11110530","사직동","CS300033","철물점","6","6","0","0","0","0","0"
"20221","11110530","사직동","CS300034","악기","4","4","0","0","0","0","0"
"20221","11110530","사직동","CS300035","인테리어","4","4","0","0","0","0","0"
"20221","11110530","사직동","CS300036","조명용품","23","23","0","0","0","0","0"
"20221","11110530","사직동","CS300038","자동차부품","7","7","0","0","0","0","0"
"20221","11110530","사직동","CS300039","모터사이클및부품","1","1","0","0","0","0","0"
"20221","11110530","사직동","CS300040","재생용품 판매점","5","5","0","0","0","0","0"
"20221","11110530","사직동","CS300041","예술품","35","35","3","1","0","0","0"
"20221","11110530","사직동","CS300042","주유소","2","2","0","0","0","0","0"
"20221","11110530","사직동","CS300043","전자상거래업","48","48","2","1","2","1","0"
"20221","11110540","삼청동","CS100001","한식음식점","68","72","1","1","0","0","4"
"20221","11110540","삼청동","CS100002","중식음식점","4","4","0","0","0","0","0"
"20221","11110540","삼청동","CS100003","일식음식점","7","7","0","0","0","0","0"
"20221","11110540","삼청동","CS100004","양식음식점","40","40","0","0","5","2","0"
"20221","11110540","삼청동","CS100005","제과점","13","13","0","0","0","0","0"
"20221","11110540","삼청동","CS100006","패스트푸드점","6","9","0","0","11","1","3"
"20221","11110540","삼청동","CS100007","치킨전문점","1","2","0","0","0","0","1"
"20221","11110540","삼청동","CS100008","분식전문점","15","19","0","0","0","0","4"
"20221","11110540","삼청동","CS100009","호프-간이주점","6","9","0","0","0","0","3"
"20221","11110540","삼청동","CS100010","커피-음료","78","89","7","6","3","3","11"
"20221","11110540","삼청동","CS200001","일반교습학원","1","1","0","0","0","0","0"
"20221","11110540","삼청동","CS200003","예술학원","3","4","0","0","0","0","1"
"20221","11110540","삼청동","CS200005","스포츠 강습","2","2","50","1","0","0","0"
"20221","11110540","삼청동","CS200006","일반의원","3","3","33","1","0","0","0"
"20221","11110540","삼청동","CS200007","치과의원","2","2","0","0","0","0","0"
"20221","11110540","삼청동","CS200008","한의원","2","2","0","0","0","0","0"
"20221","11110540","삼청동","CS200010","변호사사무소","3","3","0","0","0","0","0"
"20221","11110540","삼청동","CS200011","변리사사무소","1","1","0","0","0","0","0"
"20221","11110540","삼청동","CS200013","기타법무서비스","5","5","0","0","0","0","0"
"20221","11110540","삼청동","CS200015","세무사사무소","1","1","0","0","0","0","0"
"20221","11110540","삼청동","CS200016","당구장","1","1","0","0","0","0","0"
"20221","11110540","삼청동","CS200021","기타오락장","1","1","0","0","0","0","0"
"20221","11110540","삼청동","CS200024","스포츠클럽","1","1","0","0","0","0","0"
"20221","11110540","삼청동","CS200028","미용실","2","2","0","0","0","0","0"
"20221","11110540","삼청동","CS200029","네일숍","2","2","50","1","0","0","0"
"20221","11110540","삼청동","CS200030","피부관리실","1","1","0","0","100","1","0"
"20221","11110540","삼청동","CS200031","세탁소","1","1","0","0","0","0","0"
"20221","11110540","삼청동","CS200033","부동산중개업","19","19","0","0","0","0","0"
"20221","11110540","삼청동","CS200034","여관","3","3","0","0","0","0","0"
"20221","11110540","삼청동","CS200035","게스트하우스","14","14","0","0","0","0","0"
"20221","11110540","삼청동","CS200038","독서실","1","1","0","0","0","0","0"
"20221","11110540","삼청동","CS200041","사진관","16","16","6","1","0","0","0"
"20221","11110540","삼청동","CS200042","통번역서비스","2","2","0","0","0","0","0"
"20221","11110540","삼청동","CS200043","건축물청소","1","1","0","0","0","0","0"
"20221","11110540","삼청동","CS200044","여행사","9","9","0","0","0","0","0"
"20221","11110540","삼청동","CS200046","의류임대","16","16","6","1","6","1","0"
"20221","11110540","삼청동","CS300001","슈퍼마켓","12","14","0","0","0","0","2"
"20221","11110540","삼청동","CS300002","편의점","1","9","0","0","0","0","8"
"20221","11110540","삼청동","CS300003","컴퓨터및주변장치판매","2","2","0","0","0","0","0"
"20221","11110540","삼청동","CS300005","주류도매","2","2","0","0","0","0","0"
"20221","11110540","삼청동","CS300006","미곡판매","2","2","0","0","0","0","0"
"20221","11110540","삼청동","CS300007","육류판매","2","2","0","0","0","0","0"
"20221","11110540","삼청동","CS300008","수산물판매","2","2","0","0","0","0","0"
"20221","11110540","삼청동","CS300010","반찬가게","8","9","0","0","22","2","1"
"20221","11110540","삼청동","CS300011","일반의류","78","78","0","0","1","1","0"
"20221","11110540","삼청동","CS300012","한복점","2","2","0","0","0","0","0"
"20221","11110540","삼청동","CS300013","유아의류","2","2","0","0","0","0","0"
"20221","11110540","삼청동","CS300014","신발","8","8","0","0","13","1","0"
"20221","11110540","삼청동","CS300015","가방","4","5","0","0","0","0","1"
"20221","11110540","삼청동","CS300017","시계및귀금속","14","14","0","0","0","0","0"
"20221","11110540","삼청동","CS300018","의약품","4","4","25","1","0","0","0"
"20221","11110540","삼청동","CS300019","의료기기","1","1","0","0","0","0","0"
"20221","11110540","삼청동","CS300020","서적","3","3","0","0","0","0","0"
"20221","11110540","삼청동","CS300021","문구","3","4","0","0","0","0","1"
"20221","11110540","삼청동","CS300022","화장품","18","21","0","0","0","0","3"
"20221","11110540","삼청동","CS300023","미용재료","1","1","0","0","0","0","0"
"20221","11110540","삼청동","CS300024","운동/경기용품","1","1","0","0","0","0","0"
"20221","11110540","삼청동","CS300026","완구","2","2","0","0","0","0","0"
"20221","11110540","삼청동","CS300027","섬유제품","1","1","0","0","0","0","0"
"20221","11110540","삼청동","CS300028","화초","10","10","10","1","0","0","0"
"20221","11110540","삼청동","CS300029","애완동물","0","1","0","0","0","0","1"
"20221","11110540","삼청동","CS300031","가구","3","3","0","0","0","0","0"
"20221","11110540","삼청동","CS300033","철물점","1","1","0","0","0","0","0"
"20221","11110540","삼청동","CS300035","인테리어","7","7","0","0","0","0","0"
"20221","11110540","삼청동","CS300040","재생용품 판매점","1","1","0","0","0","0","0"
"20221","11110540","삼청동","CS300041","예술품","96","96","2","2","1","1","0"
"20221","11110540","삼청동","CS300043","전자상거래업","15","15","0","0","0","0","0"
"20221","11110550","부암동","CS100001","한식음식점","38","41","0","0","5","2","3"
"20221","11110550","부암동","CS100002","중식음식점","4","4","0","0","0","0","0"
"20221","11110550","부암동","CS100003","일식음식점","4","5","0","0","0","0","1"
"20221","11110550","부암동","CS100004","양식음식점","11","11","0","0","0","0","0"
"20221","11110550","부암동","CS100005","제과점","13","13","8","1","0","0","0"
"20221","11110550","부암동","CS100006","패스트푸드점","7","9","11","1","0","0","2"
"20221","11110550","부암동","CS100007","치킨전문점","2","3","0","0","0","0","1"
"20221","11110550","부암동","CS100008","분식전문점","8","11","0","0","0","0","3"
"20221","11110550","부암동","CS100009","호프-간이주점","8","8","13","1","0","0","0"
"20221","11110550","부암동","CS100010","커피-음료","41","46","2","1","0","0","5"
"20221","11110550","부암동","CS200001","일반교습학원","27","28","4","1","0","0","1"
"20221","11110550","부암동","CS200002","외국어학원","2","2","0","0","0","0","0"
"20221","11110550","부암동","CS200003","예술학원","11","11","0","0","0","0","0"
"20221","11110550","부암동","CS200005","스포츠 강습","6","6","17","1","0","0","0"
"20221","11110550","부암동","CS200006","일반의원","1","1","0","0","0","0","0"
"20221","11110550","부암동","CS200007","치과의원","2","2","0","0","0","0","0"
"20221","11110550","부암동","CS200008","한의원","2","2","0","0","0","0","0"
"20221","11110550","부암동","CS200009","동물병원","3","3","0","0","0","0","0"
"20221","11110550","부암동","CS200013","기타법무서비스","1","1","0","0","0","0","0"
"20221","11110550","부암동","CS200015","세무사사무소","1","1","0","0","0","0","0"
"20221","11110550","부암동","CS200016","당구장","1","1","0","0","0","0","0"
"20221","11110550","부암동","CS200017","골프연습장","1","1","0","0","0","0","0"
"20221","11110550","부암동","CS200022","복권방","1","1","0","0","0","0","0"
"20221","11110550","부암동","CS200024","스포츠클럽","4","4","50","2","0","0","0"
"20221","11110550","부암동","CS200025","자동차수리","4","7","0","0","0","0","3"
"20221","11110550","부암동","CS200026","자동차미용","1","1","0","0","0","0","0"
"20221","11110550","부암동","CS200027","모터사이클수리","1","1","0","0","0","0","0"
"20221","11110550","부암동","CS200028","미용실","10","10","10","1","10","1","0"
"20221","11110550","부암동","CS200030","피부관리실","2","2","0","0","0","0","0"
"20221","11110550","부암동","CS200031","세탁소","6","8","0","0","0","0","2"
"20221","11110550","부암동","CS200032","가전제품수리","1","1","0","0","0","0","0"
"20221","11110550","부암동","CS200033","부동산중개업","28","28","0","0","0","0","0"
"20221","11110550","부암동","CS200034","여관","2","2","0","0","0","0","0"
"20221","11110550","부암동","CS200035","게스트하우스","6","6","0","0","0","0","0"
"20221","11110550","부암동","CS200037","노래방","1","1","0","0","0","0","0"
"20221","11110550","부암동","CS200038","독서실","3","3","0","0","0","0","0"
"20221","11110550","부암동","CS200041","사진관","7","7","0","0","0","0","0"
"20221","11110550","부암동","CS200042","통번역서비스","7","7","0","0","0","0","0"
"20221","11110550","부암동","CS200043","건축물청소","3","3","0","0","0","0","0"
"20221","11110550","부암동","CS200044","여행사","10","10","0","0","0","0","0"
"20221","11110550","부암동","CS200046","의류임대","1","1","100","1","0","0","0"
"20221","11110550","부암동","CS200047","가정용품임대","1","1","0","0","0","0","0"
"20221","11110550","부암동","CS300001","슈퍼마켓","9","13","8","1","0","0","4"
"20221","11110550","부암동","CS300002","편의점","2","8","13","1","13","1","6"
"20221","11110550","부암동","CS300003","컴퓨터및주변장치판매","3","3","0","0","0","0","0"
"20221","11110550","부암동","CS300005","주류도매","3","3","0","0","0","0","0"
"20221","11110550","부암동","CS300006","미곡판매","4","4","0","0","0","0","0"
"20221","11110550","부암동","CS300008","수산물판매","1","1","0","0","0","0","0"
"20221","11110550","부암동","CS300009","청과상","1","1","0","0","0","0","0"
"20221","11110550","부암동","CS300010","반찬가게","9","9","0","0","0","0","0"
"20221","11110550","부암동","CS300011","일반의류","21","21","10","2","5","1","0"
"20221","11110550","부암동","CS300012","한복점","1","1","0","0","0","0","0"
"20221","11110550","부암동","CS300015","가방","2","2","0","0","0","0","0"
"20221","11110550","부암동","CS300017","시계및귀금속","2","2","0","0","0","0","0"
"20221","11110550","부암동","CS300018","의약품","3","3","0","0","0","0","0"
"20221","11110550","부암동","CS300019","의료기기","2","2","0","0","0","0","0"
"20221","11110550","부암동","CS300020","서적","5","5","0","0","0","0","0"
"20221","11110550","부암동","CS300021","문구","2","3","0","0","0","0","1"
"20221","11110550","부암동","CS300022","화장품","8","8","0","0","0","0","0"
"20221","11110550","부암동","CS300023","미용재료","1","1","0","0","0","0","0"
"20221","11110550","부암동","CS300024","운동/경기용품","1","1","0","0","0","0","0"
"20221","11110550","부암동","CS300025","자전거 및 기타운송장비","1","1","0","0","0","0","0"
"20221","11110550","부암동","CS300027","섬유제품","3","3","0","0","0","0","0"
"20221","11110550","부암동","CS300028","화초","13","13","8","1","0","0","0"
"20221","11110550","부암동","CS300029","애완동물","1","1","0","0","100","1","0"
"20221","11110550","부암동","CS300030","중고가구","1","1","0","0","0","0","0"
"20221","11110550","부암동","CS300031","가구","3","3","0","0","0","0","0"
"20221","11110550","부암동","CS300032","가전제품","1","1","0","0","0","0","0"
"20221","11110550","부암동","CS300033","철물점","1","1","0","0","0","0","0"
"20221","11110550","부암동","CS300035","인테리어","1","1","0","0","100","1","0"
"20221","11110550","부암동","CS300036","조명용품","5","5","0","0","0","0","0"
"20221","11110550","부암동","CS300038","자동차부품","4","4","0","0","0","0","0"
"20221","11110550","부암동","CS300039","모터사이클및부품","1","1","0","0","0","0","0"
"20221","11110550","부암동","CS300041","예술품","15","15","0","0","0","0","0"
"20221","11110550","부암동","CS300042","주유소","3","3","0","0","0","0","0"
"20221","11110550","부암동","CS300043","전자상거래업","26","26","8","2","8","2","0"
"20221","11110560","평창동","CS100001","한식음식점","50","53","0","0","4","2","3"
"20221","11110560","평창동","CS100002","중식음식점","4","4","0","0","0","0","0"
"20221","11110560","평창동","CS100003","일식음식점","2","2","0","0","0","0","0"
"20221","11110560","평창동","CS100004","양식음식점","8","8","0","0","0","0","0"
"20221","11110560","평창동","CS100005","제과점","8","10","0","0","0","0","2"
"20221","11110560","평창동","CS100006","패스트푸드점","2","5","0","0","0","0","3"
"20221","11110560","평창동","CS100007","치킨전문점","0","2","0","0","0","0","2"
"20221","11110560","평창동","CS100008","분식전문점","9","10","0","0","0","0","1"
"20221","11110560","평창동","CS100009","호프-간이주점","22","24","0","0","0","0","2"
"20221","11110560","평창동","CS100010","커피-음료","26","27","4","1","0","0","1"
"20221","11110560","평창동","CS200001","일반교습학원","39","39","10","4","10","4","0"
"20221","11110560","평창동","CS200002","외국어학원","3","3","0","0","0","0","0"
"20221","11110560","평창동","CS200003","예술학원","12","12","0","0","8","1","0"
"20221","11110560","평창동","CS200005","스포츠 강습","13","13","0","0","0","0","0"
"20221","11110560","평창동","CS200006","일반의원","3","3","0","0","33","1","0"
"20221","11110560","평창동","CS200007","치과의원","4","4","0","0","0","0","0"
"20221","11110560","평창동","CS200008","한의원","7","7","0","0","0","0","0"
"20221","11110560","평창동","CS200010","변호사사무소","1","1","0","0","0","0","0"
"20221","11110560","평창동","CS200013","기타법무서비스","4","4","0","0","0","0","0"
"20221","11110560","평창동","CS200016","당구장","4","4","0","0","0","0","0"
"20221","11110560","평창동","CS200017","골프연습장","2","2","0","0","0","0","0"
"20221","11110560","평창동","CS200019","PC방","2","2","0","0","0","0","0"
"20221","11110560","평창동","CS200021","기타오락장","1","1","0","0","0","0","0"
"20221","11110560","평창동","CS200022","복권방","1","1","100","1","0","0","0"
"20221","11110560","평창동","CS200024","스포츠클럽","6","6","0","0","0","0","0"
"20221","11110560","평창동","CS200025","자동차수리","5","6","0","0","0","0","1"
"20221","11110560","평창동","CS200028","미용실","18","18","0","0","0","0","0"
"20221","11110560","평창동","CS200029","네일숍","2","2","0","0","0","0","0"
"20221","11110560","평창동","CS200030","피부관리실","8","8","0","0","0","0","0"
"20221","11110560","평창동","CS200031","세탁소","7","8","0","0","0","0","1"
"20221","11110560","평창동","CS200032","가전제품수리","3","3","0","0","0","0","0"
"20221","11110560","평창동","CS200033","부동산중개업","65","65","5","3","0","0","0"
"20221","11110560","평창동","CS200034","여관","2","2","0","0","0","0","0"
"20221","11110560","평창동","CS200037","노래방","2","2","0","0","0","0","0"
"20221","11110560","평창동","CS200038","독서실","2","2","50","1","50","1","0"
"20221","11110560","평창동","CS200040","녹음실","2","2","0","0","0","0","0"
"20221","11110560","평창동","CS200041","사진관","14","14","0","0","7","1","0"
"20221","11110560","평창동","CS200042","통번역서비스","8","8","13","1","0","0","0"
"20221","11110560","평창동","CS200043","건축물청소","3","3","0","0","0","0","0"
"20221","11110560","평창동","CS200044","여행사","9","9","0","0","0","0","0"
"20221","11110560","평창동","CS200046","의류임대","1","1","0","0","0","0","0"
"20221","11110560","평창동","CS300001","슈퍼마켓","10","14","0","0","0","0","4"
"20221","11110560","평창동","CS300002","편의점","3","17","6","1","0","0","14"
"20221","11110560","평창동","CS300003","컴퓨터및주변장치판매","5","5","0","0","0","0","0"
"20221","11110560","평창동","CS300004","핸드폰","4","4","0","0","0","0","0"
"20221","11110560","평창동","CS300005","주류도매","4","4","0","0","0","0","0"
"20221","11110560","평창동","CS300006","미곡판매","4","4","0","0","0","0","0"
"20221","11110560","평창동","CS300007","육류판매","8","8","0","0","0","0","0"
